date,language,percent
2008-08-01,C#,0.6526104417670683
2008-08-01,C++,2.208835341365462
2008-08-01,Fortran,0.0502008032128514
2008-08-01,Java,2.9116465863453818
2008-08-01,JavaScript,9.287148594377513
2008-08-01,Objective-C,2.15863453815261
2008-08-01,PHP,4.26706827309237
2008-08-01,Python,7.028112449799197
2008-08-01,R,0.251004016064257
2008-08-01,Ruby,36.49598393574297
2008-08-01,Scala,0.3012048192771084
2008-08-01,c#,13.347401740965
2008-08-01,c++,4.326035346874
2008-08-01,fortran,0.026281208935
2008-08-01,java,5.855974676866
2008-08-01,javascript,4.326035346874
2008-08-01,matlab,0.052562417871
2008-08-01,objective-c,0.525624178712
2008-08-01,php,4.194144025323
2008-08-01,python,3.165391717225
2008-08-01,ruby,1.846478501714
2008-09-01,C#,0.4799301919720768
2008-09-01,C++,3.1849912739965096
2008-09-01,Java,2.31239092495637
2008-09-01,JavaScript,9.81675392670157
2008-09-01,Objective-C,1.1780104712041886
2008-09-01,PHP,3.2286212914485164
2008-09-01,Python,7.329842931937172
2008-09-01,R,0.1308900523560209
2008-09-01,Ruby,32.11169284467714
2008-09-01,Scala,0.3054101221640488
2008-09-01,c#,11.617906238984
2008-09-01,c++,5.308424391963
2008-09-01,fortran,0.021101498206
2008-09-01,java,7.987310539302
2008-09-01,javascript,4.490659146986
2008-09-01,matlab,0.07737216009
2008-09-01,objective-c,0.358725469508
2008-09-01,octave,0.01406766547
2008-09-01,php,3.362707084948
2008-09-01,python,3.785689108212
2008-09-01,r,0.042202996412
2008-09-01,ruby,2.023264011279
2008-09-01,scala,0.042202996412
2008-10-01,C#,0.8633633633633633
2008-10-01,C++,2.1021021021021022
2008-10-01,Fortran,0.0375375375375375
2008-10-01,Java,3.6786786786786783
2008-10-01,JavaScript,8.85885885885886
2008-10-01,MATLAB,0.0375375375375375
2008-10-01,Objective-C,1.6891891891891893
2008-10-01,PHP,3.2282282282282284
2008-10-01,Python,6.268768768768769
2008-10-01,R,0.0375375375375375
2008-10-01,Ruby,29.542042042042045
2008-10-01,Scala,0.3003003003003003
2008-10-01,c#,13.552739165985
2008-10-01,c++,5.512401199236
2008-10-01,fortran,0.020406775049
2008-10-01,java,7.842736440446
2008-10-01,javascript,4.933224311801
2008-10-01,matlab,0.142847425345
2008-10-01,objective-c,0.612203251479
2008-10-01,php,4.170073589533
2008-10-01,python,3.461433633142
2008-10-01,ruby,1.683019896429
2008-10-01,scala,0.047615808448
2008-11-01,C#,0.6329113924050633
2008-11-01,C++,2.598267821452365
2008-11-01,Java,3.0646235842771485
2008-11-01,JavaScript,7.728181212524983
2008-11-01,Objective-C,1.1992005329780149
2008-11-01,PHP,3.264490339773484
2008-11-01,Python,7.395069953364423
2008-11-01,R,0.0666222518321119
2008-11-01,Ruby,29.0473017988008
2008-11-01,Scala,0.1998667554963357
2008-11-01,Swift,0.0333111259160559
2008-11-01,c#,13.535479837449
2008-11-01,c++,5.73616755236
2008-11-01,fortran,0.031242677497
2008-11-01,java,7.478899656142
2008-11-01,javascript,4.540481400437
2008-11-01,matlab,0.085917363118
2008-11-01,objective-c,0.835741623057
2008-11-01,php,3.923100969052
2008-11-01,python,3.532353860581
2008-11-01,r,0.007810669374
2008-11-01,ruby,1.242575804939
2008-11-01,scala,0.039053346871
2008-12-01,C#,0.7761642463695543
2008-12-01,C++,2.4787180771156736
2008-12-01,Java,2.754131196795193
2008-12-01,JavaScript,8.788182273410115
2008-12-01,MATLAB,0.0500751126690034
2008-12-01,Objective-C,1.4772158237356037
